 Izena: Albertia Altuera: 868
 Izena: Aratz Altuera: 1443
 Izena: Ipizte Altuera: 1062
 Izena: Jarindo Altuera: 896
 Izena: Kapildui Altuera: 1177
 Izena: Mirutegi Altuera: 1166
 Izena: Soila Altuera: 993
 Izena: Toloño Altuera: 1263
